date,new_confirmed,new_confirmed_smooth
2022-03-05,15267,38673.57142857143
2022-03-06,12624,36369.42857142857
2022-03-07,61334,35966.71428571428
2022-03-08,29336,35697.71428571428
2022-03-09,36895,35019.28571428572
2022-03-10,45668,34831.28571428572
2022-03-11,48760,30965.0
2022-03-12,10518,30133.14285714286
2022-03-13,11308,32181.714285714286
2022-03-14,34270,33089.857142857145
2022-03-15,23513,30643.0
2022-03-16,51235,30729.285714285714
2022-03-17,52025,30780.285714285714
2022-03-18,31632,31748.14285714286
2022-03-19,11122,31421.85714285714
2022-03-20,11665,29802.571428571428
2022-03-21,41045,28377.714285714286
2022-03-22,21229,30203.85714285714
2022-03-23,39900,30000.0
2022-03-24,42051,30053.0
2022-03-25,44415,29576.85714285714
2022-03-26,9695,29838.285714285714
2022-03-27,12036,29583.571428571428
2022-03-28,37712,29940.571428571428
2022-03-29,23059,28047.428571428572
2022-03-30,38117,28388.14285714286
2022-03-31,44550,27385.0
2022-04-01,31163,27443.0
2022-04-02,12080,27716.0
2022-04-03,5014,27975.0
2022-04-04,38118,28706.714285714286
2022-04-05,24970,34708.857142857145
2022-04-06,39930,34848.28571428572
2022-04-07,49672,35533.0
2022-04-08,73178,35532.42857142857
2022-04-09,13056,36997.142857142855
2022-04-10,9807,39302.57142857143
2022-04-11,38114,39042.71428571428
2022-04-12,35223,33512.857142857145
2022-04-13,56068,33479.0
2022-04-14,47853,33209.857142857145
2022-04-15,34469,36272.28571428572
2022-04-16,12819,36740.28571428572
2022-04-17,7923,38412.57142857143
2022-04-18,59551,40216.857142857145
2022-04-19,38499,47946.42857142857
2022-04-20,67774,49072.71428571428
2022-04-21,60483,49938.42857142857
2022-04-22,88576,51117.42857142857
2022-04-23,20703,52030.42857142857
2022-04-24,13983,55178.71428571428
2022-04-25,67804,57534.57142857143
2022-04-26,44890,53631.28571428572
2022-04-27,89812,54259.0
2022-04-28,76974,54741.857142857145
2022-04-29,61253,58466.0
2022-04-30,25097,59148.0
2022-05-01,17363,62367.57142857143
2022-05-02,93873,63973.142857142855
2022-05-03,49664,73658.71428571429
2022-05-04,112349,74223.57142857143
2022-05-05,88213,72687.85714285714
2022-05-06,129052,77731.42857142857
2022-05-07,29051,80710.71428571429
2022-05-08,6613,87663.85714285714
2022-05-09,129178,90110.57142857143
2022-05-10,70519,84140.42857142857
2022-05-11,161021,82631.42857142857
2022-05-12,105340,86419.42857142857
2022-05-13,87261,93240.28571428571
2022-05-14,18488,95355.57142857143
2022-05-15,33129,101471.57142857143
2022-05-16,176924,105787.14285714286
2022-05-17,85326,114575.71428571429
2022-05-18,203833,115956.57142857143
2022-05-19,135549,113106.28571428571
2022-05-20,148781,109145.71428571429
2022-05-21,28154,108936.28571428571
2022-05-22,13177,109923.0
2022-05-23,149200,109920.28571428571
2022-05-24,83860,104070.42857142857
2022-05-25,210740,102087.42857142857
2022-05-26,135530,101223.14285714286
2022-05-27,107832,88839.14285714286
2022-05-28,14273,100740.71428571429
2022-05-29,7127,103309.71428571429
